tender_id,project_name,sector,region,country,subregion,value_usd_m,bid_deadline,client,project_start_date,duration_months,esg_requirements,risk_factors,procurement_type,project_complexity,project_scale,description
tid-20118,"metro system in sweden, sweden",healthcare,europe,sweden,sweden,2422.57875,2026-10-20,utility company,2028-04-04,74,waste reduction,unknown,design-build,medium,mega,"open tender for a healthcare mega-scale project: university campus in sweden, sweden. requires local labor."
tid-20119,"residential complex in new york, usa",energy,north america,usa,new york,181.85,2027-08-24,utility company,2029-02-15,88,water conservation,environmental concerns,design-build,high,medium,"open tender for a energy medium-scale project: metro system in new york, usa. requires bim integration."
tid-20120,"data center in morocco, morocco",education,africa,morocco,morocco,31.65,2026-03-31,government,2029-01-14,59,community engagement,supply chain delays,open bid,low,small,"open tender for a education small-scale project: residential complex in morocco, morocco. requires sustainable materials."
tid-20121,"highway in new south wales, australia",healthcare,australia,australia,new south wales,2422.57875,2027-08-22,international agency,2029-05-25,8,waste reduction,regulatory changes,epc,high,mega,"open tender for a healthcare mega-scale project: highway in new south wales, australia. requires smart city tech."
tid-20122,"solar plant in guangdong, china",healthcare,asia-pacific,china,guangdong,26.86,2026-07-03,corporate,2025-08-19,20,carbon neutrality,environmental concerns,selective bid,high,small,"open tender for a healthcare small-scale project: dam in guangdong, china. requires modular construction."
tid-20123,"high-rise building in british columbia, canada",industrial,north america,canada,british columbia,342.23,2027-02-20,state-owned enterprise,2026-01-24,34,community engagement,unknown,open bid,high,large,"open tender for a industrial large-scale project: dam in british columbia, canada. requires smart city tech."
tid-20124,"residential complex in saudi arabia, saudi arabia",infrastructure,middle east,saudi arabia,saudi arabia,195.5,2027-03-09,utility company,2028-08-03,43,carbon neutrality,geopolitical risks,epc,medium,medium,"open tender for a infrastructure medium-scale project: warehouse in saudi arabia, saudi arabia. requires local labor."
tid-20125,"solar plant in new south wales, australia",residential,australia,australia,new south wales,2422.57875,2027-06-25,municipality,2028-09-08,39,green building,unknown,design-build,medium,mega,"open tender for a residential mega-scale project: wind farm in new south wales, australia. requires modular construction."
tid-20126,"water treatment plant in colombia, colombia",industrial,latin america,colombia,colombia,370.13,2027-11-23,public-private partnership,2027-02-01,8,community engagement,supply chain delays,design-build,low,large,"open tender for a industrial large-scale project: metro system in colombia, colombia. requires local labor."
tid-20127,"hospital in indonesia, indonesia",healthcare,asia-pacific,indonesia,indonesia,772.82,2026-01-14,utility company,2029-02-11,52,water conservation,cost overruns,selective bid,medium,large,"open tender for a healthcare large-scale project: refinery in indonesia, indonesia. requires sustainable materials."
tid-20128,"stadium in singapore, singapore",industrial,asia-pacific,singapore,singapore,186.41,2026-07-29,corporate,2028-03-21,29,unknown,environmental concerns,epc,high,medium,"open tender for a industrial medium-scale project: refinery in singapore, singapore. requires sustainable materials."
tid-20129,"wind farm in florida, usa",commercial,north america,usa,florida,1913.62,2026-03-16,municipality,2025-12-18,35,community engagement,environmental concerns,design-build,low,mega,"open tender for a commercial mega-scale project: dam in florida, usa. requires advanced engineering."
tid-20130,"bridge in japan, japan",transportation,asia-pacific,japan,japan,2422.57875,2026-01-24,municipality,2026-04-24,34,water conservation,supply chain delays,open bid,high,mega,"open tender for a transportation mega-scale project: data center in japan, japan. requires advanced engineering."
tid-20131,"power plant in nigeria, nigeria",infrastructure,africa,nigeria,nigeria,15.67,2027-04-16,private developer,2028-03-20,68,water conservation,cost overruns,negotiated contract,medium,small,"open tender for a infrastructure small-scale project: refinery in nigeria, nigeria. requires sustainable materials."
tid-20132,"power plant in new south wales, australia",energy,australia,australia,new south wales,44.42,2027-09-20,government,2027-12-02,63,community engagement,geopolitical risks,open bid,low,small,"open tender for a energy small-scale project: railway in new south wales, australia. requires sustainable materials."
tid-20133,"hospital in ontario, canada",transportation,north america,canada,ontario,2422.57875,2026-04-25,ngo,2028-02-25,80,renewable energy,geopolitical risks,epc,low,mega,"open tender for a transportation mega-scale project: water treatment plant in ontario, canada. requires bim integration."
tid-20134,"bridge in victoria, australia",transportation,australia,australia,victoria,15.43,2026-10-18,public-private partnership,2027-04-02,12,community engagement,geopolitical risks,selective bid,medium,small,"open tender for a transportation small-scale project: shopping mall in victoria, australia. requires sustainable materials."
tid-20135,"power plant in new south wales, australia",transportation,australia,australia,new south wales,165.7,2027-06-07,corporate,2030-05-09,22,carbon neutrality,regulatory changes,negotiated contract,medium,medium,"open tender for a transportation medium-scale project: residential complex in new south wales, australia. requires modular construction."
tid-20136,"bridge in quebec, canada",education,north america,canada,quebec,782.13,2028-04-09,utility company,2029-01-30,57,unknown,unknown,open bid,medium,large,"open tender for a education large-scale project: data center in quebec, canada. requires advanced engineering."
tid-20137,"oil pipeline in new york, usa",transportation,north america,usa,new york,35.06,2026-11-01,ngo,2025-08-27,36,green building,environmental concerns,selective bid,low,small,"open tender for a transportation small-scale project: port in new york, usa. requires bim integration."
tid-20138,"metro system in queensland, australia",industrial,australia,australia,queensland,333.42,2025-12-20,government,2027-12-02,37,carbon neutrality,unknown,design-build,high,large,"open tender for a industrial large-scale project: stadium in queensland, australia. requires advanced engineering."
tid-20139,"port in algeria, algeria",utilities,africa,algeria,algeria,422.28,2027-01-19,state-owned enterprise,2027-03-03,62,carbon neutrality,regulatory changes,epc,medium,large,"open tender for a utilities large-scale project: smart city in algeria, algeria. requires smart city tech."
tid-20140,"metro system in oman, oman",commercial,middle east,oman,oman,331.05,2027-09-22,corporate,2029-08-31,20,unknown,regulatory changes,selective bid,medium,large,"open tender for a commercial large-scale project: university campus in oman, oman. requires local labor."
tid-20141,"stadium in georgia, usa",healthcare,north america,usa,georgia,26.85,2027-11-17,private developer,2028-05-04,34,unknown,supply chain delays,design-build,low,small,"open tender for a healthcare small-scale project: dam in georgia, usa. requires bim integration."
tid-20142,"water treatment plant in tamil nadu, india",education,asia-pacific,india,tamil nadu,170.82,2028-01-03,public-private partnership,2028-07-11,26,community engagement,unknown,design-build,medium,medium,"open tender for a education medium-scale project: residential complex in tamil nadu, india. requires sustainable materials."
tid-20143,"residential complex in queensland, australia",infrastructure,australia,australia,queensland,2422.57875,2025-08-24,public-private partnership,2029-01-12,91,water conservation,environmental concerns,open bid,medium,mega,"open tender for a infrastructure mega-scale project: solar plant in queensland, australia. requires sustainable materials."
tid-20144,"shopping mall in egypt, egypt",industrial,africa,egypt,egypt,2422.57875,2026-05-13,corporate,2029-12-22,24,community engagement,labor shortages,design-build,high,mega,"open tender for a industrial mega-scale project: wind farm in egypt, egypt. requires smart city tech."
tid-20145,"smart city in spain, spain",commercial,europe,spain,spain,34.15,2025-07-14,state-owned enterprise,2027-11-24,88,water conservation,supply chain delays,negotiated contract,medium,small,"open tender for a commercial small-scale project: bridge in spain, spain. requires modular construction."
tid-20146,"solar plant in queensland, australia",industrial,asia-pacific,australia,queensland,172.03,2026-05-04,state-owned enterprise,2025-07-27,84,carbon neutrality,supply chain delays,epc,medium,medium,"open tender for a industrial medium-scale project: residential complex in queensland, australia. requires bim integration."
tid-20147,"refinery in venezuela, venezuela",utilities,latin america,venezuela,venezuela,2422.57875,2026-07-04,corporate,2028-09-15,31,green building,environmental concerns,selective bid,medium,mega,"open tender for a utilities mega-scale project: oil pipeline in venezuela, venezuela. requires advanced engineering."
