win_id,company,project_name,sector,region,country,subregion,value_usd_m,award_date,client,project_duration_months,esg_compliance,contract_type,completion_status,project_scale,description
win-20116,bouygues,"school in shanghai, china",healthcare,asia-pacific,china,shanghai,5821.18,2023-01-09,private developer,6,community engagement,fixed-price,on hold,mega,"bouygues secured a healthcare mega-scale contract to build a solar plant in shanghai, china. project emphasizes digitalization."
win-20117,kiewit,"data center in qatar, qatar",residential,middle east,qatar,qatar,31.98,2022-03-30,private developer,40,unknown,unit price,on track,small,"kiewit secured a residential small-scale contract to build a port in qatar, qatar. project emphasizes community impact."
win-20118,fluor,"airport in netherlands, netherlands",residential,europe,netherlands,netherlands,147.89,2021-06-07,corporate,14,water conservation,time and materials,completed,medium,"fluor secured a residential medium-scale contract to build a metro system in netherlands, netherlands. project emphasizes community impact."
win-20119,dragados,"school in queensland, australia",energy,australia,australia,queensland,474.13,2022-05-06,public-private partnership,32,water conservation,fixed-price,on hold,medium,"dragados secured a energy medium-scale contract to build a smart city in queensland, australia. project emphasizes sustainability."
win-20120,bam group,"high-rise building in england, uk",residential,europe,uk,england,165.44,2021-04-15,public-private partnership,70,green building,unit price,on hold,medium,"bam group secured a residential medium-scale contract to build a water treatment plant in england, uk. project emphasizes innovation."
win-20121,salini impregilo,"school in illinois, usa",residential,north america,usa,illinois,5267.0,2023-03-11,public-private partnership,43,unknown,fixed-price,on hold,mega,"salini impregilo secured a residential mega-scale contract to build a warehouse in illinois, usa. project emphasizes digitalization."
win-20122,multiplex,"smart city in italy, italy",energy,europe,italy,italy,543.98,2021-06-16,corporate,29,green building,unit price,cancelled,large,"multiplex secured a energy large-scale contract to build a high-rise building in italy, italy. project emphasizes safety."
win-20123,lendlease,"data center in malaysia, malaysia",healthcare,asia-pacific,malaysia,malaysia,803.88,2024-12-13,international agency,6,waste reduction,fixed-price,delayed,large,"lendlease secured a healthcare large-scale contract to build a warehouse in malaysia, malaysia. project emphasizes innovation."
win-20124,clark construction,"dam in algeria, algeria",education,africa,algeria,algeria,80.38,2023-10-09,international agency,8,community engagement,unit price,delayed,small,"clark construction secured a education small-scale contract to build a oil pipeline in algeria, algeria. project emphasizes safety."
win-20125,leighton asia,"wind farm in kenya, kenya",industrial,africa,kenya,kenya,4995.66,2023-11-02,government,20,community engagement,fixed-price,completed,mega,"leighton asia secured a industrial mega-scale contract to build a refinery in kenya, kenya. project emphasizes sustainability."
win-20126,bechtel,"school in germany, germany",education,europe,germany,germany,6024.6849999999995,2021-08-29,private developer,11,unknown,lump sum,on hold,mega,"bechtel secured a education mega-scale contract to build a refinery in germany, germany. project emphasizes community impact."
win-20127,clark construction,"stadium in uae, uae",residential,middle east,uae,uae,81.9,2022-08-21,public-private partnership,62,unknown,cost-plus,on track,small,"clark construction secured a residential small-scale contract to build a solar plant in uae, uae. project emphasizes sustainability."
win-20128,mortenson construction,"metro system in western australia, australia",healthcare,australia,australia,western australia,3182.15,2024-07-04,government,77,water conservation,cost-plus,cancelled,mega,"mortenson construction secured a healthcare mega-scale contract to build a warehouse in western australia, australia. project emphasizes safety."
win-20129,fluor,"metro system in spain, spain",education,europe,spain,spain,6024.6849999999995,2021-07-31,utility company,31,renewable energy,time and materials,on track,mega,"fluor secured a education mega-scale contract to build a bridge in spain, spain. project emphasizes innovation."
win-20130,mortenson construction,"residential complex in singapore, singapore",commercial,asia-pacific,singapore,singapore,1377.48,2020-07-03,government,65,green building,cost-plus,on hold,large,"mortenson construction secured a commercial large-scale contract to build a hospital in singapore, singapore. project emphasizes community impact."
win-20131,balfour beatty,"shopping mall in venezuela, venezuela",industrial,latin america,venezuela,venezuela,704.01,2020-10-14,public-private partnership,68,unknown,unit price,delayed,large,"balfour beatty secured a industrial large-scale contract to build a wind farm in venezuela, venezuela. project emphasizes digitalization."
win-20132,skanska,"shopping mall in beijing, china",infrastructure,asia-pacific,china,beijing,483.51,2022-03-01,corporate,23,unknown,fixed-price,cancelled,medium,"skanska secured a infrastructure medium-scale contract to build a metro system in beijing, china. project emphasizes community impact."
win-20133,snc-lavalin,"data center in france, france",commercial,europe,france,france,6024.6849999999995,2024-12-01,public-private partnership,37,renewable energy,fixed-price,completed,mega,"snc-lavalin secured a commercial mega-scale contract to build a highway in france, france. project emphasizes safety."
win-20134,hyundai e&c,"refinery in morocco, morocco",energy,africa,morocco,morocco,1563.97,2022-12-06,municipality,82,green building,fixed-price,on track,large,"hyundai e&c secured a energy large-scale contract to build a oil pipeline in morocco, morocco. project emphasizes innovation."
win-20135,john holland,"stadium in chile, chile",infrastructure,latin america,chile,chile,446.49,2020-07-04,government,45,unknown,cost-plus,cancelled,medium,"john holland secured a infrastructure medium-scale contract to build a shopping mall in chile, chile. project emphasizes digitalization."
win-20136,vinci,"airport in colombia, colombia",residential,latin america,colombia,colombia,63.65,2024-02-24,state-owned enterprise,35,renewable energy,lump sum,cancelled,small,"vinci secured a residential small-scale contract to build a hospital in colombia, colombia. project emphasizes digitalization."
win-20137,larsen & toubro,"hospital in victoria, australia",infrastructure,australia,australia,victoria,6024.6849999999995,2022-07-10,government,30,unknown,lump sum,on hold,mega,"larsen & toubro secured a infrastructure mega-scale contract to build a airport in victoria, australia. project emphasizes safety."
win-20138,china state construction,"stadium in singapore, singapore",utilities,asia-pacific,singapore,singapore,1129.5,2022-12-12,public-private partnership,28,green building,lump sum,completed,large,"china state construction secured a utilities large-scale contract to build a oil pipeline in singapore, singapore. project emphasizes safety."
win-20139,clark construction,"water treatment plant in malaysia, malaysia",healthcare,asia-pacific,malaysia,malaysia,136.94,2021-09-01,ngo,25,carbon neutrality,fixed-price,on track,medium,"clark construction secured a healthcare medium-scale contract to build a high-rise building in malaysia, malaysia. project emphasizes safety."
win-20140,strabag,"wind farm in victoria, australia",residential,australia,australia,victoria,654.45,2020-06-10,utility company,14,carbon neutrality,fixed-price,delayed,large,"strabag secured a residential large-scale contract to build a airport in victoria, australia. project emphasizes safety."
win-20141,turner construction,"port in colombia, colombia",energy,latin america,colombia,colombia,3850.47,2025-04-18,municipality,58,waste reduction,fixed-price,delayed,mega,"turner construction secured a energy mega-scale contract to build a stadium in colombia, colombia. project emphasizes community impact."
win-20142,gilbane,"smart city in qatar, qatar",healthcare,middle east,qatar,qatar,1004.64,2024-07-19,international agency,36,water conservation,fixed-price,on track,large,"gilbane secured a healthcare large-scale contract to build a bridge in qatar, qatar. project emphasizes innovation."
